,importance,stddev,p_value,n,p99_high,p99_low
roll_sd_3y_log_mkvalt,9.224031331227512e-05,0.00011443102755897313,0.07291149907922898,5,0.0003278553806610802,-0.00014337475403652992
roll_max_5y_log_mkvalt,8.867090474220518e-05,0.00011279225696071264,0.07679907299563322,5,0.00032091172077897514,-0.00014356991129456481
roll_min_5y_ocf_per_share,8.768936633056779e-05,5.911841315380662e-05,0.014734309675257067,5,0.0002094149961175597,-3.4036263456424114e-05
roll_max_5y_earn_yld,8.224142787636169e-05,4.431541380432456e-05,0.00713164875718964,5,0.0001734874774035761,-9.0046216508527e-06
accel_div_yield,7.846107265769841e-05,7.895928805621023e-05,0.045207559545833866,5,0.00024103933809877317,-8.411719278337636e-05
acct_mom_cash_pct_act,7.394814834580377e-05,3.8493122190988195e-05,0.00634460283546215,5,0.0001532060189685366,-5.309722276929048e-06
roll_mean_3y_roic,7.129485513539535e-05,2.8456248257425166e-05,0.0024923796121247305,5,0.00012988666360458178,1.2703046666208926e-05
rd_intensity,7.011224266548766e-05,2.1303887350557015e-05,0.0009082047233522043,5,0.00011397724117129932,2.6247244159676013e-05
peak_drop_gross_margin,6.998620424594204e-05,8.714140657758403e-05,0.07347219452640473,5,0.00024941156481142143,-0.00010943915631953739
expvol_div_yield,6.940645759767605e-05,0.00010609419767869182,0.10867085856154134,5,0.00028785587699574767,-0.00014904296180039557
roll_sd_3y_earn_yld,6.926736370647114e-05,1.2210469123925655e-05,0.00011122766506954193,5,9.440888839925232e-05,4.412583901368995e-05
expmean_rd_intensity,6.716684855170296e-05,8.20687923836672e-05,0.0706100367211139,5,0.0002361476263809287,-0.0001018139292775228
expvol_log_mkvalt,6.565290162314774e-05,0.0002066753009384502,0.25836446102634136,5,0.0004912002028116443,-0.0003598943995653489
yoy_mkt_to_book,6.436251218975287e-05,9.4850376524129e-05,0.10189297142572017,5,0.00025966074842445613,-0.0001309357240449504
expmean_log_mkvalt,6.201265701015757e-05,5.886842297377995e-06,9.629176746529739e-06,5,7.413374666526612e-05,4.989156735504902e-05
ocf_per_share,5.930275963597076e-05,0.00012601788694193312,0.17602090787326136,5,0.00031877533060170615,-0.00020016981132976462
term_spread,5.720129055166723e-05,8.228337233307688e-05,0.09752294928598436,5,0.0002266238914625376,-0.00011222131035920315
roll_min_5y_gross_margin,5.5142883156711345e-05,3.0345340300674797e-05,0.0076533250712341435,5,0.00011762435825297553,-7.338591939552838e-06
hy_spread,5.030417012346078e-05,0.00010734872897181198,0.17692645543140947,5,0.00027133668679353194,-0.0001707283465466104
roll_min_3y_ocf_per_share,4.876590361413413e-05,2.9818048321987184e-05,0.010818954930353033,5,0.00011016167723833089,-1.2629870010062626e-05
std_debt_pct,4.59606299409776e-05,3.3143278211126836e-05,0.018096293465025094,5,0.00011420309786647412,-2.2281837984518926e-05
roll_autocorr_5y_ebitda_margin,4.5447264016007516e-05,8.934399919502906e-05,0.15943323037037727,5,0.00022940779322387146,-0.00013851326519185642
roll_min_5y_roic,4.536735033051631e-05,2.9230057531874612e-05,0.012785365358868046,5,0.0001055524427909749,-1.4817742129942288e-05
acct_mom_ebitda_margin,4.529063661211641e-05,3.510349235710222e-05,0.02239408165070705,5,0.00011756921255721495,-2.698793933298213e-05
roll_autocorr_5y_log_mkvalt,4.315978024582723e-05,4.666819131789254e-05,0.053738816124653276,5,0.00013925023119231914,-5.293067070066468e-05
peak_drop_asset_turnover,4.275833439644216e-05,4.8690765652746306e-05,0.06052506953159136,5,0.00014301329385334606,-5.749662506046174e-05
expvol_capex_intensity,3.872336594192838e-05,0.00010702267314192331,0.23192766193163802,5,0.0002590845291516883,-0.00018163779726783154
roll_min_3y_roa,3.838439544123773e-05,2.107642582983487e-05,0.007596925421865482,5,8.178104753203016e-05,-5.0122566495547024e-06
roll_sd_5y_accruals_ratio,3.7276328483026865e-05,6.490727503430662e-05,0.13420678590933013,5,0.00017092130489254224,-9.63686479264885e-05
accel_gross_margin,3.690886689380335e-05,9.86787687344059e-05,0.22500338288699906,5,0.0002400898156034703,-0.00016627208181586362
roll_min_5y_accruals_ratio,3.5257422186840695e-05,5.646672883496175e-05,0.1175794254927414,5,0.00015152319731115887,-8.100835293747747e-05
log_at,3.2959688543066076e-05,5.778697786581697e-05,0.13560615910007867,5,0.00015194387466969597,-8.602449758356382e-05
roll_trend_3y_log_mkvalt,3.277893671564947e-05,5.813934230087224e-05,0.13797181130310987,5,0.0001524886460842522,-8.693077265295327e-05
