,importance,stddev,p_value,n,p99_high,p99_low
std_debt_pct,0.0006952562030725584,8.775592982821128e-05,2.9822091562573014e-05,5,0.0008759468755046933,0.0005145655306404236
acct_mom_net_debt_ebitda,0.0006880791406398857,0.0002011507124793836,0.0007848367780185424,5,0.001102251237833237,0.00027390704344653423
cash_div_cf,0.0006865255295477324,0.00016072756449531144,0.0003356027235436411,5,0.0010174658063345997,0.00035558525276086503
roll_sd_5y_asset_turnover,0.0006731962895505595,0.0003157213865933251,0.004427009439885549,5,0.0013232709882795163,2.312159082160266e-05
trough_rise_leverage,0.0006665206127648871,7.457595971405775e-05,1.8497269093177197e-05,5,0.0008200735445654339,0.0005129676809643403
altman_z4,0.0006633436488788114,0.00036141344866906885,0.007401588853997017,5,0.0014074989349531358,-8.081163719551312e-05
roll_max_5y_log_mkvalt,0.000653862354405299,0.00016497013253371522,0.0004475765193717429,5,0.0009935381374217617,0.0003141865713888364
roll_mean_3y_gross_margin,0.0006525176690601153,0.00014272314477033367,0.0002579778497064754,5,0.0009463865967857276,0.000358648741334503
expmean_bp_ratio,0.000649415324191116,0.00013169914699406122,0.00019229849444718888,5,0.0009205856881275417,0.0003782449602546902
roll_max_5y_leverage,0.0006456509955922174,8.75639476802032e-05,3.9620044507126e-05,5,0.0008259463741281284,0.0004653556170563064
acct_mom_asset_turnover,0.0006385361120701428,0.0002544655908603626,0.0024783713631124373,5,0.001162484280739859,0.00011458794340042644
roll_mean_5y_current_ratio,0.0006287564611862972,0.000248659388847318,0.0024106119530718593,5,0.0011407495796609147,0.00011676334271167976
roll_sd_5y_roic,0.0006276758238357383,8.934616638530135e-05,4.7962370758193e-05,5,0.0008116408153183266,0.00044371083235315
roll_sd_5y_gross_margin,0.0006255326526898753,0.00013455640859113616,0.00024180721294132437,5,0.0009025861577462305,0.0003484791476335201
roll_sd_5y_net_debt_ebitda,0.0006229022560569675,0.00010950048778142955,0.00011002215025310562,5,0.0008483652738565084,0.00039743923825742646
expmean_cash_pct_act,0.0006158389794091113,0.00015220133805539854,0.0004134469528116771,5,0.0009292236381112251,0.0003024543207069975
acct_mom_gross_margin,0.0006141884489675675,8.473710399914478e-05,4.2396167839815666e-05,5,0.0007886633172930474,0.0004397135806420877
expvol_current_ratio,0.0006125107953934839,8.989877702116247e-05,5.412143770902695e-05,5,0.000797613619813201,0.0004274079709737668
asset_turnover,0.0006108091469228416,0.0004307164227769424,0.016912350465623446,5,0.0014976602145541735,-0.0002760419207084902
mom_1m,0.0006069412025978993,3.881426601050147e-05,1.9961621236138096e-06,5,0.0006868603127836893,0.0005270220924121094
trough_rise_accruals_ratio,0.0006027594751844889,0.00017367452649748308,0.0007429206984771102,5,0.0009603577256798593,0.00024516122468911847
expvol_roa,0.0005982212561315592,0.000194126698153157,0.0011626023310928404,5,0.0009979308107450151,0.00019851170151810338
roll_min_3y_leverage,0.0005935720364347973,6.062316239700193e-05,1.2877325032662549e-05,5,0.0007183959657113731,0.0004687481071582216
expvol_invest_st_ratio,0.0005904484777430108,8.146605065120683e-05,4.240491516766115e-05,5,0.0007581882020143246,0.000422708753471697
roll_min_3y_log_at,0.000590304295490518,0.00011298647678368223,0.00015348346476118927,5,0.0008229450128271856,0.00035766357815385035
roll_max_5y_interest_cov,0.0005821546487857487,0.0001684918174119523,0.0007556638465564257,5,0.0009290816296413592,0.00023522766793013824
expvol_ebit_roa,0.0005789271681329478,5.4892795649999474e-05,9.584263794785481e-06,5,0.0006919521930753602,0.0004659021431905354
expmean_ev_to_sales,0.0005773105572010273,0.0001661891272763233,0.0007403371736094199,5,0.0009194962672408177,0.0002351248471612369
roll_max_5y_roic,0.0005760563714841238,9.641115043115088e-05,9.073652413796711e-05,5,0.000774568262765573,0.00037754448020267456
expmean_gross_margin,0.0005738679090148358,0.00010744371122589448,0.00014080788565245305,5,0.0007950959954588571,0.0003526398225708145
expvol_wcap_ratio,0.0005721554178530708,7.477270956439446e-05,3.421938323732484e-05,5,0.0007261134603148328,0.0004181973753913088
roll_autocorr_5y_roic,0.0005693544722647603,7.043902176021976e-05,2.754812743453774e-05,5,0.0007143893916397957,0.0004243195528897248
roll_mean_5y_net_debt_ebitda,0.0005664537704476169,0.00012998839885208755,0.00031063301484172566,5,0.0008341016803146669,0.000298805860580567
